PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
864,0,3,1,,8,2,0.13575255909676825,False,True
865,0,2,0,0.2963056044232219,0,0,0.025374310111545468,False,True
866,1,2,1,0.5224930887157577,0,0,0.025374310111545468,False,True
867,1,2,1,0.33400351847197784,1,0,0.027049600139910042,False,False
868,0,1,0,0.38426740387031916,0,0,0.09856123757927521,False,True
869,0,3,0,,0,0,0.018542765081513996,False,True
870,1,3,0,0.04498617743151546,1,1,0.021730754366528396,False,True
871,0,3,0,0.32143754712239253,0,0,0.015411575213749286,False,True
872,1,1,1,0.5853229454636844,1,1,0.10257896680493714,False,True
873,0,1,0,0.4093993465694898,0,0,0.009759350042902102,False,True
874,0,3,0,0.5853229454636844,0,0,0.017566830077223785,False,True
875,1,2,1,0.34656948982156316,1,0,0.04684488020593009,False,False
876,1,3,1,0.18321186227695402,0,0,0.014102260811993537,False,False
877,0,3,0,0.24604171902488062,0,0,0.019217721730481106,False,True
878,0,3,0,0.2334757476752953,0,0,0.015411575213749286,False,True
879,0,3,0,,0,0,0.015411575213749286,False,True
880,1,1,1,0.6984166876099522,0,1,0.16231419173453318,False,False
881,1,2,1,0.3088715757728072,0,1,0.050748620223090936,False,True
882,0,3,0,0.4093993465694898,0,0,0.015411575213749286,False,True
883,0,3,1,0.2711736617240512,0,0,0.02052723131923771,False,True
884,0,2,0,0.34656948982156316,0,0,0.020494635090094415,False,True
885,0,3,0,0.3088715757728072,0,0,0.013760683560491965,False,True
886,0,3,1,0.4847951746670017,0,5,0.05684821399990475,True,False
887,0,2,0,0.33400351847197784,0,0,0.025374310111545468,False,True
888,1,1,1,0.2334757476752953,0,0,0.05855610025741262,False,True
889,0,3,1,,1,2,0.04577135170121086,False,True
890,1,1,0,0.32143754712239253,0,0,0.05855610025741262,False,False
891,0,3,0,0.39683337521990447,0,0,0.015126992566498259,True,False
